ID;OWNER;NAME;CONTEXTS
8129372;achimala;leaguelib;'[["leaguelib", "java", "library", "league", "legend", "rtmps", "api", "build", "top", "lolrtmpsclient", "gabriel", "van", "eyck"], ["leaguelib", "build", "power", "efficient", "scalable", "concurrent", "league", "legend", "web", "application", "best", "serve", "framework", "like", "play"], ["stuff", "build", "replace", "backend", "run", "lolteam", "loltalk", "original", "code", "job", "scalable_NEG", "efficient_NEG", "enough_NEG", "meet_NEG", "rise_NEG", "traffic_NEG", "response", "start", "build", "new", "highly", "scalable", "massively", "concurrent", "framework", "application", "serve", "ten", "thousand", "player", "world", "make", "open", "source", "developer", "like", "u", "make", "awesome", "league", "legend", "apps"], ["intend", "put", "good", "form", "documentation", "future", "basic", "implementation", "note", "leaguelib", "embed_NEG", "kind_NEG", "thread_NEG", "job_NEG", "schedule_NEG", "distribute_NEG", "computing_NEG", "architecture_NEG", "figure", "enough", "exist", "instead", "choose", "build", "something", "could", "plug", "easily", "lolteam", "loltalk", "simply", "write", "layer", "top", "leaguelib", "plug", "play", "framework''s", "asynchronous", "job", "schedule", "build", "top", "akka", "run", "multiple", "process", "distribute", "across", "cloud", "via", "heroku", "leaguelib", "design", "primary", "goal", "give", "u", "scaffold", "build", "lolteam", "loltalk", "top", "robust", "necessarily_NEG", "completely_NEG", "feature_NEG", "complete_NEG", "go", "keep", "add", "leaguesummoner", "object", "focus", "everything", "leaguelib", "right", "fundamental", "summoner", "service", "api", "call", "return", "empty", "summoner", "container", "name", "id", "nothing", "else_NEG", "request", "different", "type", "information", "different", "service", "get", "fill", "single", "summoner", "object", "place", "maintain_NEG", "multiple_NEG", "copy_NEG", "summoner_NEG", "throw_NEG", "away_NEG", "reason_NEG"], ["leaguelib", "license", "gnu", "gpl", "v3", "may", "use", "code", "commercial", "non-commercial", "purpose"], ["may", "use", "leaguelib", "personal", "commercial", "product", "attribution", "modify", "distribute", "leaguelib", "attribution"], ["may", "sell", "portion", "leaguelib", "use", "distribute", "portion", "leaguelib", "without", "included", "licensing", "information", "without", "attribution"], ["leaguelib", "still", "currently", "development", "would", "advise", "use", "production", "application", "ready"], ["code", "pull", "master", "branch", "always", "work", "correctly", "pass", "test", "intend", "put", "sample", "code", "soon", "hopefully", "able", "figure", "use", "leaguelib", "view", "maintest.java", "read", "comment", "leagueconnection", "leagueaccount", "service.java", "class"]]'
5941021;takimafr;androidkickstartr;[["androidkickstartr", "help", "quickly", "create", "well", "configure", "android", "application", "use", "popular", "library", "create", "configure", "project", "focus", "code"], ["let", "u", "try", "see"]]
5054081;StevenRudenko;ActionsContentView;[["actionscontentview", "standalone", "library", "implement", "action", "content", "swipe", "view"], ["library", "use_NEG", "specific_NEG", "code_NEG", "introduce_NEG", "new_NEG", "android_NEG", "sdk_NEG", "version_NEG", "allow", "develop", "application", "action", "content", "swipe", "view", "every", "version", "android"]]
4856135;JakeWharton;NotificationCompat2;[["extension", "notificationcompat", "helper", "support", "library", "actually", "support", "feature", "android", "jelly", "bean", "release"], ["please", "use", "support", "library", "r11", "new", "feature"]]
9443764;TangKe;SlideMenu;[["slidemenu", "open", "source", "android", "library", "provide", "slide", "effect", "layout", "show", "hidden", "menu", "behind", "layout"], ["enable", "fantastic", "feature", "project", "add", "follow", "line", "build.gradle", "file"], ["use", "slidemenu", "view", "usual", "java", "xml", "support"]]
23296172;lewisjdeane;L-Navigation-Drawer;[["library", "allow", "easily", "replicate", "new", "style", "navigation", "drawer", "android", "l", "library", "consist", "custom", "listview", "place", "navigation", "drawer", "handle", "work"]]
8529745;bpodgursky;jbool_expressions;'[["jbool_expressions", "simple", "open-source", "library", "create", "manipulate", "boolean", "expression", "java"], ["basic", "propositional", "expression", "build", "type", "variable_NEG", "literal_NEG", "extend", "base", "type", "expression", "example"], ["see", "expression", "expect"], ["course", "expression", "contain", "useless", "term", "either", "c", "c", "always", "true", "simplify", "expression", "see", "extra", "term", "simplify"], ["assign", "value", "one", "variable", "see", "expression", "simplify", "assign", "value"], ["assign", "last", "variable", "see", "expression", "resolve", "literal", "true"], ["expression", "immutable", "get", "new", "expression", "back", "time", "perform", "operation", "see", "original", "expression", "unmodified"], ["alternatively", "could", "provide", "expression", "string", "prefix", "notation", "parse", "verify", "expression", "identical", "one", "build", "manually"], ["also", "convert", "expression", "sum-of-products", "form", "instead", "simplify", "example"], ["likewise", "convert", "expression", "product-of-sums", "form", "example"], ["example", "also", "find", "examplerunner"], ["current", "simplification", "rule", "define", "fairly", "simple", "fast", "optimization", "define", "ruleset", "happy", "add", "sophisticated", "rule", "let", "know", "via", "pr", "issue", "current", "rule", "include"], ["child", "expression", "simplification"], ["additional", "rule", "convert", "sum-of-products", "form"], ["de", "morgan''s", "law"], ["apply", "distributive", "property"], ["jbool_expressions", "available", "via", "maven", "central", "check", "maven", "central", "late", "version", "—", "version", "may", "recent_NEG"], ["snapshot", "build", "jbool_expressions", "also", "publish", "sonatype"], ["jbool_expressions", "build", "maven", "build", "source"], ["generate", "snapshot", "jar", "target", "jbool_expressions", "-1.0-", "snapshot.jar"], ["run", "test", "suite", "locally"], ["jbool_expressions", "much", "in-development", "way_NEG", "shape_NEG", "form_NEG", "guarantee_NEG", "stable_NEG", "bug-free_NEG", "bug", "suggestion", "pull", "request", "welcome"], ["copyright", "ben", "podgursky"], ["license", "apache", "license", "version"]]'
9887174;j256;simplemagic;[["magic", "number", "package", "allow", "content-type", "mime-type", "determination", "file", "byte", "array", "make", "use", "magic", "unix", "content-type", "file", "implement", "functionality", "unix", "file", "command", "java", "detect", "content", "file", "use", "either", "internal", "config", "file", "read"], ["magic", "file", "determine", "file", "content"], ["enjoy", "gray", "watson"], ["get", "start", "use", "simplemagic", "package", "like", "following"], ["see", "changelog.txt", "file"]]
10984947;wuman;android-oauth-client;[["android-oauth-client", "library", "help", "easily", "add", "oauth", "flow", "exist", "android", "application", "automatically", "show", "customizable", "android", "dialog", "webview", "guide", "user", "eventually", "grant", "access", "token"], ["help", "manage", "access", "token", "library", "also", "include", "out-of-the-box", "credential", "store", "store", "tokens", "sharedpreferences"], ["client", "library", "android", "extension", "google", "oauth", "client", "library", "java"]]
12949118;marvinlabs;android-unlocker-library;[["provide", "full", "system", "help", "develop", "android", "application", "free", "version", "commercial", "unlocking", "application", "also", "flexibility", "implement", "multiple", "feature", "unlock", "various", "unlocker", "application"], ["adjust", "package", "names", "accordingly", "fit", "requirement"]]
19135005;chathudan;KitKatEmoji;[["library", "emoji", "view", "like", "hangout", "emoji", "textview", "emoji", "edittext"]]
2515120;palantir;Cinch;[["cinch", "make", "mvc", "swing", "easy", "cinch", "java", "library", "use", "developer", "simplify", "write", "certain", "type", "gui", "code"], ["develop", "swing", "application", "easy", "fall", "trap", "separate_NEG", "model_NEG", "controller_NEG", "easy", "store", "state", "boolean", "checkbox", "string", "jtextfield", "design", "goal", "behind", "cinch", "make", "easy", "apply", "mvc", "reduce_NEG", "much_NEG", "typical_NEG", "swing_NEG", "friction_NEG", "boilerplate_NEG"], ["cinch", "use", "java", "annotation", "reflectively", "wire", "model", "view", "controller"]]
2148489;vmware-archive;AndroidIntelliJStarter;[["template", "intellij", "project", "create", "bootstrap", "android", "development", "include", "many", "go-to", "tool", "much", "hard", "earn", "configuration", "knowledge", "possible", "aid", "new", "project", "include", "out-of-the-box", "support", "robolectric", "robojuice", "c2dm", "great-expectations", "android", "source", "jar", "important", "library"]]
27490105;eckig;graph-editor;[["library", "create", "edit", "graph-like", "diagram", "javafx"], ["project", "fork", "tesis-dynaware", "graph-editor", "longer_NEG", "maintain_NEG"]]
1567760;cowtowncoder;low-gc-membuffers;[["project", "aim", "create", "simple", "efficient", "building", "block", "big", "data", "library", "application", "framework", "thing", "use", "in-memory", "bound", "queue", "opaque", "value", "sequence", "jdk", "primitive", "value", "insertion", "tail", "removal", "head", "single", "entry", "peek", "minimal", "garbage", "collection", "overhead", "insertion", "removal", "individual", "entry", "sub-sequences", "full", "buffer"], ["gc", "overhead", "minimization", "achieve", "use", "direct", "bytebuffers", "memory", "allocate", "outside", "gc-prone", "heap", "bound", "nature", "support", "storage", "simple", "primitive", "value", "byte", "long", "sequence", "size", "explicitly", "know"], ["conceptually", "memory", "buffer", "simple", "circular", "buffer", "ring", "buffer", "hold", "sequence", "primitive", "value", "bit", "like", "array", "way", "allow", "dynamic", "automatic", "resizings", "underlying", "storage", "library", "support", "efficient", "reuse", "share", "underlying", "segment", "set", "buffer", "although", "many", "use", "case", "single", "buffer", "suffices"], ["buffer", "vary", "two", "dimension"], ["since", "java", "support_NEG", "generic_NEG", "primitive_NEG", "separate_NEG", "class_NEG", "combination_NEG", "mean", "currently", "flavor", "buffer"], ["another", "thing", "vary", "way", "underlying", "segment", "allocate", "default", "use", "native", "direct", "bytebuffers", "later"]]
27937245;awslabs;amazon-sqs-java-messaging-lib;[["amazon", "sqs", "java", "message", "library", "hold", "java", "message", "service", "compatible", "class", "use", "communicate", "amazon", "simple", "queue", "service", "project", "build", "top", "aws", "sdk", "java", "use", "amazon", "sqs", "jms", "define", "specification", "provider", "messaging", "application", "without", "run", "additional", "software"]]
16135991;romainpiel;Michelangelo;[["layout", "inflation", "library", "android", "use", "annotation", "processing", "write", "code", "want_NEG", "write_NEG", "simplify_NEG", "compound_NEG", "view_NEG"]]
12573454;arturmkrtchyan;iban4j;[["java", "library", "generation", "validation", "international", "bank", "account", "number", "iban", "iso", "_13616", "business", "identifier", "code", "bic", "iso", "_9362"]]
10420854;flavienlaurent;colorpicker;[["colorpicker", "library", "contain", "beautiful", "colorpicker", "see", "new", "google", "agenda", "app"], ["library", "use", "much", "possible", "original", "picker", "contain", "new", "google", "agenda", "app"], ["try", "sample", "apk"], ["browse", "source", "code", "sample", "application", "complete", "example", "use"]]
21957233;agrosner;Painter;[["use", "different", "color", "asset", "include", "one", "color", "change", "fit", "need", "also", "handle", "dynamic", "change", "use", "drawer", "want", "really", "neat", "effect", "library", "enable", "color", "view", "image", "icon", "text", "simple", "way"]]
19748926;kikoso;Swipeable-Cards;[["swipeable-cards", "native", "library", "android", "provide", "tinder", "card", "like", "effect", "card", "construct", "use", "image", "display", "animation", "effect", "dismiss-to-like", "dismiss-to-unlike", "use", "different", "sort", "mechanism"], ["library", "compatible", "android", "version", "api", "level", "upwards"], ["library", "sample", "application", "provide", "code"]]
14588744;Vinayrraj;Android-iBeacon-Demo;[["demo", "app", "android", "library", "provide", "apis", "interact", "ibeacons", "develop"], ["lib", "project", "use", "demo", "provide", "radiusnetworks.com"]]
3074850;jlegewie;zotfile;[["zotfile", "zotero", "plugin", "manage", "attachment", "automatically", "rename", "move", "attach", "pdfs", "file", "zotero", "item", "sync", "pdfs", "zotero", "library", "mobile", "pdf", "reader", "e", "g", "ipad", "android", "tablet", "etc", "extract", "annotation", "pdf", "file"], ["detail", "information", "available", "zotfile", "website"]]
23011413;dvx;jssembly;[["jssembly", "library", "allow", "execute", "native", "assembly", "java", "via", "jni", "bridge", "goal", "provide", "wrapper", "parser", "window", "nix", "osx", "android", "work", "currently", "consist", "write", "antlr", "parser"], ["however", "great", "power", "come", "great", "responsibility"]]
14176513;INRIA;spoon;[["spoon", "open-source", "library", "analyze", "rewrite", "transform", "transpile", "java", "source", "code", "parse", "source", "file", "build", "well-designed", "ast", "powerful", "analysis", "transformation", "api", "fully", "support", "modern", "java", "version", "java", "spoon", "official", "inria", "open-source", "project", "member", "ow2", "open-source", "consortium"]]
1383764;ctran;TinyRadius;[["tinyradius", "simple", "small", "fast", "java", "radius", "library", "capable", "send", "receive", "radius", "packet", "type", "release", "term", "lgpl"], ["documentation", "please", "look", "doc", "tinyradius.html", "doc", "apidoc", "every", "method", "get", "javadoc", "comment", "every", "package", "get", "package.html", "document", "detail", "package", "usage"], ["please", "hesitate_NEG", "contact_NEG", "get_NEG", "question_NEG", "suggestion_NEG"], ["matthias", "wuttke", "post@matthias-wuttke.de"]]
8411143;shazam;gwen;[["gwen", "simple", "library", "allow", "write", "acceptance", "test", "given-when-then", "syntax"], ["use", "gwen", "transform", "verbose", "implementation", "specific", "test", "like"], ["readable", "reusable", "extensible", "maintainable", "test", "like"]]
7600778;marvinlabs;android-intents;'[["small", "library", "save", "write", "intent", "creation", "code", "simple", "task", "find", "write", "library", "create", "common", "intent", "use", "across", "project", "decide", "push", "code", "project", "everyone", "could", "contribute"], ["find", "comprehensive", "list", "intent", "use", "sample", "application", "sample", "method", "show", "simple", "thing"], ["project", "initiate", "intent", "look", "forward", "integrate", "intent", "ease", "developer''s", "life"]]'
4462558;emilsjolander;StickyScrollViewItems;[["stickyscrollviewitems", "scrollview", "subclass", "allow", "mark", "item", "inside", "scrollview", "sticky", "item", "mark", "sticky", "stick", "top", "scrollview", "another", "sticky", "item", "come", "push", "way"]]
8583632;pushkar;ABAGAIL;[["library", "contain", "number", "interconnected", "java", "package", "implement", "machine", "learning", "artificial", "intelligence", "algorithm", "artificial", "intelligence", "algorithm", "implement", "kind", "people", "like", "implement", "algorithms"]]
24332979;majidgolshadi;Android-Orientation-Sensor;[["android", "sensor", "orientation", "library", "help", "get", "accurate", "vector", "value", "orientation", "use", "available", "device", "sensor"], ["one", "project", "parallax", "library", "android", "application", "need", "use", "orientaion", "sensor", "value", "noisy", "decide", "create", "native", "library", "android", "plateform", "return", "value", "less", "noise", "purpose", "share", "code", "public", "solve", "anybody", "problem", "like", "use", "accelerometer", "gyroscope", "magnetic", "orientation", "sensor", "value"], ["use", "library", "add", "code", "project", "easily", "use"]]
1768307;aaberg;sql2o;[["sql", "2o", "small", "java", "library", "purpose", "make", "database", "interaction", "easy", "fetch", "data", "database", "resultset", "automatically", "fill", "pojo", "object", "kind", "like", "orm", "without", "sql", "generation", "capability", "sql", "2o", "require", "java", "run", "java", "version", "past", "may", "work", "currently", "support_NEG"], ["check", "sql", "2o", "website", "example"], ["key", "feature", "sql", "2o", "performance", "following", "metric", "base", "dapper.net", "metric", "note", "typical", "usage", "differ", "optimal", "usage", "many", "framework", "depend", "framework", "typical", "usage", "may", "involve_NEG", "write_NEG", "sql_NEG", "may_NEG", "map_NEG", "underscore_NEG", "case_NEG", "camel_NEG", "case_NEG", "etc_NEG"], ["execute", "select", "statement", "db", "map", "data", "return", "pojo", "code", "available"], ["method", "duration", "hand", "cod", "resultset", "60ms", "sql", "2o", "75ms", "slow", "apache", "dbutils", "98ms", "slow", "jdbi", "197ms", "slow", "mybatis", "293ms", "slow", "jooq", "447ms", "slow", "hibernate", "494ms", "slow", "spring", "jdbctemplate", "636ms", "slow"]]
17939561;tbouron;ShakeDetector;[["library", "provide", "easy", "way", "detect", "shake", "movement", "use", "build-in", "accelerometer", "fire", "callback", "ui", "thread", "every", "time", "happen"], ["shake", "detector", "library", "push", "maven", "central", "aar", "need", "add", "following", "dependency", "build.gradle"], ["api", "design", "follow", "closely", "activity", "fragment", "lifecycle", "example", "use", "within", "activity"], ["also", "change", "default", "configuration", "use", "following", "method"], ["information", "please", "check", "source", "code", "example", "app", "github"], ["test", "library", "example", "app", "publish", "google", "play"], ["thomas", "bouron", "tbouron@gmail.com", "google"]]
25087704;gary-rowe;hid4java;[["hid", "4java", "project", "support", "usb", "hid", "device", "common", "api", "provide", "mit", "license", "api", "simple", "provide", "great", "flexibility", "support", "feature", "report", "block", "read", "timeouts", "attach", "detach", "event", "provide", "allow", "application", "respond", "instantly", "device", "availability"]]
6567166;vanZeben;2D-Game-Engine;[["project", "code", "behind", "java", "2d", "game", "engine", "tutorial", "youtube"], ["please", "use", "reference", "copy_NEG", "source_NEG", "decide", "upload", "source", "next", "episode", "go", "get", "technical", "place", "send", "people", "get", "help", "would", "easy", "assist", "people"], ["right", "reserve", "ryan", "van", "zeben"]]
25167702;polok;TaggerString;[["taggerstring", "light", "library", "allow", "build", "dynamic", "string", "resource", "much", "readable", "way"], ["guess", "every", "android", "developer", "see", "add", "similar", "piece", "code", "string.xml", "file"], ["probably", "discover", "code", "little", "bit", "readable_NEG", "extend_NEG", "declaration_NEG", "something_NEG", "like_NEG"], ["far", "good", "maybe", "could", "little", "bit", "readable", "yes", "least", "opinion", "taggerstring"], ["source", "code", "example", "look", "like"], ["string", "resource", "look"], ["want", "use", "bold", "taggerstyletype.bold", "italic", "taggerstyletype.italic", "underscore", "taggerstyletype.underline", "please", "go", "ahead"], ["please", "note", "case", "method", "formatcustom", "return", "span", "object"], ["want", "apply", "tag", "one", "string", "go", "ahead"]]
1128141;kordamp;json-lib;[["json-lib", "linkattrs", ":p", "roject-owner", "kordamp", ":p", "roject-repo", "maven", ":p", "roject-name", "json-lib", ":p", "roject-group", "org.kordamp.json", ":p", "roject-version"], ["json-lib", "java", "library", "transform", "bean", "map", "collection", "java", "array", "xml", "json", "back", "bean", "dynabeans"], ["refer", "link", "http", "project-owner", ".github.io/json-lib/", "project", "guide", "window", "_blank", "information", "configuration", "usage"], ["available", "part", "tidelift", "subscription"], ["maintainer", "org.kordamp.json", "json-lib-core", "thousand", "package", "work", "tidelift", "deliver", "commercial", "support", "maintenance", "open", "source", "package", "use", "build", "application", "save", "time", "reduce", "risk", "improve", "code", "health", "pay", "maintainer", "exact", "package", "use", "link", "learn"]]
22851787;CS-SI;Orekit;[["orekit", "low", "level", "space", "dynamic", "library", "write", "java", "orekit", "design", "easily", "use", "different", "context", "quick", "study", "critical", "operation", "library", "orekit", "provide", "basic", "element", "orbit", "date", "attitude", "frame", "various", "algorithm", "handle", "conversion", "propagation", "point", "event", "detection", "orbit", "determination"]]
15394029;madisp;pretty;[["pretty", "library", "enable", "one", "enhance", "android", "layout", "inflation", "without", "boilerplate", "knowledge", "layoutinflater", "internals", "pretty", "hook", "android", "layout", "inflation", "could", "add", "new", "attribute", "exist", "view", "subtypes"]]
24754011;scottyab;AESCrypt-Android;[["simple", "api", "perform", "aes", "encryption", "android", "dependancies_NEG", "android", "counterpart", "aescrypt", "library", "ruby", "aescrypt-objc", "create", "gurpartap", "singh", "use", "weak", "security", "default", "e", "blank", "iv", "note"], ["compatiblity", "aescrypt", "aescrypt-android", "default", "namely"], ["use", "cbc", "default", "blank", "iv", "vulnerable", "leave", "compatibility", "aescrypt", "implementation", "see", "adv", "method", "provide", "iv", "need_NEG", "compatable_NEG", "aescrypt_NEG", "look_NEG", "java-aes-crypto_NEG", "api_NEG", "simple_NEG", "generate_NEG", "secure_NEG", "key_NEG"]]
17251497;rey5137;SlideLayout;[["slidelayout", "open", "source", "android", "library", "allow", "developer", "easily", "add", "slidemenu", "feature", "support", "menu", "side", "content", "view", "concurrently"], ["demo", "app", "find", "google", "playstore"], ["would", "appreciate", "kind", "help", "improve", "library", "thanks"]]
1854290;tulskiy;jkeymaster;[["java", "library", "provide", "single", "interface", "register", "global", "hotkeys", "several", "platform"]]
6252134;coverity;coverity-security-library;[["coverity", "security", "library", "csl", "lightweight", "set", "escape", "routine", "fix", "cross-site", "scripting", "x", "sql", "injection", "security", "defect", "java", "web", "application"], ["user", "coverity", "security", "advisor", "get", "remediation", "guidance", "base", "escape", "routine", "csl", "however", "csl", "standalone", "project", "dependency_NEG", "security_NEG", "advisor_NEG"]]
20525702;bmwcarit;barefoot;'[["open", "source", "java", "library", "online", "offline", "map", "match", "openstreetmap", "together", "extensive", "set", "geometric", "spatial", "function", "in-memory", "map", "data", "structure", "basic", "machine", "learn", "function", "versatile", "basis", "scalable", "location-based", "service", "spatio-temporal", "data", "analysis", "map", "design", "use", "parallel", "distributed", "system", "hence", "include", "stand-alone", "map", "match", "server", "use", "distributed", "system", "map", "matching", "service", "cloud"], ["barefoot", "consist", "software", "library", "docker-based", "map", "server", "provide", "access", "street", "map", "data", "openstreetmap", "flexible", "use", "distributed", "cloud", "infrastructure", "map", "data", "server", "side-by-side", "barefoot''s", "stand-alone", "server", "offline", "matcher", "server", "online", "map", "matching", "tracker", "server", "application", "build", "barefoot", "library", "access", "map", "data", "provide", "fast", "flexible", "in-memory", "map", "data", "structure", "together", "geographiclib", "esri''s", "geometry", "api", "provide", "extensive", "set", "geographic", "geometric", "operation", "spatial", "data", "analysis", "map"], ["barefoot", "include", "hidden", "markov", "model", "map", "match", "implementation", "offline", "map", "match", "propose", "newson", "krumm", "online", "map", "match", "propose", "goh", "et", "al", "offline", "map", "matching", "path", "reconstruction", "move", "object", "record", "gps", "trace", "contrast", "online", "map", "match", "determines", "object''s", "position", "movement", "map", "iteratively", "live", "gps", "position", "update", "real-time"], ["barefoot", "design", "use", "parallel", "distributed", "high-throughput", "system", "map", "match", "large", "batch", "gps", "trace", "offline", "map", "match", "easily", "integrate", "apache", "hadoop", "apache", "spark", "see", "example", "whereas", "apache", "storm", "apache", "spark", "stream", "provide", "runtime", "environment", "process", "massive", "data", "stream", "online", "map", "match", "support", "data", "analysis", "function", "barefoot", "come", "basic", "machine", "learn", "support", "e", "g", "dbscan", "spatial", "cluster", "analysis"], ["barefoot", "license", "business-friendly", "apache", "license", "use", "business-friendly", "open", "source", "software", "open", "map", "data", "openstreetmap"]]'
8183448;scruffyfox;AsyncHttpClient;'[["follow", "twitter", "website"], ["new", "improved", "version", "asynchttpclient", "take", "x-library", "long", "due", "re-write"], ["version", "allow", "flexible", "usage", "post", "file", "http", "entity", "gzip", "handling"], ["library", "us", "square''s", "okhttp", "library"], ["consist", "different", "class", "asynchttpclient", "synchttpclient", "obviously", "name", "asynchttpclient", "asynchronous", "request", "use", "asynctask", "paradigm", "synchttpclient", "synchronous", "request", "handle", "thread", "outside", "ui", "thread"], ["simply", "import", "gradle", "file", "android", "studio", "reference", "dependancy", "settings.gradle", "project''s", "build.gradle"], ["alternatively", "add", "maven", "dependancy", "net.callumtaylor", "asynchttpclient", "n", "b", "use_NEG", "net.callumtaylor.asynchttp_NEG", "group_NEG", "id_NEG", "old", "id", "update_NEG"], ["order", "download", "large", "file", "need", "subclass", "asynchttpresponsehandler", "override", "onbytechunkreceived", "method", "write", "directly", "cache", "instead", "append", "bytearrayoutputstream", "standard", "binaryresponsehandler", "stop", "oom", "due", "over-sized", "output", "stream"], ["note", "asynchttpclient", "use", "asynctask", "one", "instance", "create", "time", "one", "client", "make", "request", "first", "request", "cancel", "new", "request", "either", "wait", "first", "finish", "make", "second", "create", "two", "seperate", "instance", "see", "example", "custom", "handler"], ["synchttpclient", "paramitized", "class", "mean", "type", "infer", "type", "get", "return", "call", "method", "supply", "responsehandler", "responsehandler", "must", "also", "paramitized", "type", "synchttpclient", "instance"], ["also", "get", "info", "request", "call", "synchttpclient", "instance", "getconnectioninfo", "call", "response", "complete"], ["note", "android", "require", "network", "request", "perform", "outside", "ui", "thread", "must", "use", "synchttpclient", "sparingly", "make", "sure", "handle", "operaion", "ui", "thread"], ["nature", "rest", "get", "delete", "request", "behave", "way", "post", "put", "request", "also", "behave", "way"], ["see", "library", "license"]]'
5121400;johnkil;Android-CollapsibleSearchMenu;[["implementation", "searchview", "compatible", "android", "library", "allow", "developer", "easily", "integrate", "search", "menuitem", "android", "application"]]
21046215;ant-wireless;ANT-Android-SDKs;[["android", "ant", "android", "ant", "sdks", "enable", "developer", "create", "unique", "application", "use", "ant", "wireless", "communication", "technology", "communicate", "wide", "array", "device", "various", "network", "configuration", "ant", "proven", "ultra-low", "power", "wireless", "sensor", "network", "protocol", "operating", "ghz", "ism", "band", "effective", "solution", "personal", "local", "area", "network", "ant", "available", "many", "android", "device", "include", "modern", "flagship", "phone", "samsung", "sony", "additionally", "ant", "use", "device", "usb-host", "usb", "otg", "support", "use", "ant", "usb", "stick"], ["sdk", "contain", "required", "resource", "develop", "ant", "enable", "application", "android", "platform"], ["see", "readme.md", "file", "respective", "sdk", "directory", "detailed", "changelog"], ["get", "info", "ant", "android", "e", "g", "hardware", "requirement", "developer", "instruction", "license", "information"], ["use", "ant", "ant", "apis"], ["get", "help", "develop", "ant", "application"]]
11202113;suarezjulian;WizardPager;'[["wizard", "pager", "library", "provide", "example", "implementation", "wizard", "ui", "android", "base", "roman", "nurik''s", "wizard", "pager"], ["update", "roman''s", "code", "use", "late", "support", "library", "structure", "library", "project", "backwards", "compatible", "android"], ["wizardpager", "ready", "use", "via", "jitpack.io", "simply", "add", "following", "code", "root", "build.gradle"], ["add", "gradle", "dependency", "application''s", "build.gradle"], ["sample", "implementation", "see", "add", "library", "project", "example", "use", "actionbarcompat"]]'
9874976;threadly;threadly;[["library", "java", "tool", "assist", "development", "concurrent", "java", "application", "include", "collection", "tool", "help", "wide", "range", "concurrent", "development", "test", "need", "design", "complement", "java.util.concurrent", "use", "java.util.concurrent", "help", "assist", "implementation", "make", "sense"], ["include", "threadly", "library", "project", "maven", "central"], ["information", "compiling", "import", "eclipse", "contribute", "project", "please", "look", "build_instructions", "file"], ["complete", "list", "feature", "threadly", "please", "view", "feature", "page", "wiki"], ["general", "concurrency", "tool"], ["advantage", "compare", "scheduledthreadpoolexecutor"], ["well", "execute", "task", "performance", "use", "different", "structure", "scheduled", "recur", "task", "execute", "task", "able", "use", "structure", "fit", "job", "well", "provide", "dramatic", "improvement", "performance", "execute", "job", "pool", "also", "need", "trap", "kernel", "get", "system", "clock", "time", "less", "frequently"], ["ability", "provide", "priority", "task", "mean", "thing", "critical", "impact", "less", "thing", "recur", "delay", "matter_NEG", "long_NEG", "low_NEG", "priority_NEG", "task_NEG", "starve_NEG", "low", "priority", "task", "delay", "longer", "high", "usage", "pool", "reach", "maximum", "wait", "time", "assume", "high", "priority", "task", "far_NEG", "delay_NEG", "use", "multiple", "priority", "also", "reduce", "lock", "contention", "different", "priority"], ["priorityscheduler", "focus", "runnable", "provide", "example", "remove", "task", "provide", "original", "runnable", "returned_NEG", "future_NEG", "runnables", "return", "shutdownnow", "original", "runnables", "wrap_NEG", "future_NEG", "task_NEG", "etc_NEG", "etc_NEG"], ["priorityscheduler", "provide", "call", "return_NEG", "future_NEG", "future_NEG", "necessary_NEG", "performance_NEG", "hit_NEG", "avoid_NEG"], ["need", "thread", "pool", "implement", "java.util.concurrent", "scheduledexecutorservice", "wrap", "priorityschedulerservicewrapper"], ["large", "difference", "compare", "scheduledthreadpoolexecutor", "pool", "size", "adjustable", "runtime", "scheduledthreadpoolexecutor", "provide", "one", "size", "pool", "grow", "never", "shrink_NEG", "start_NEG", "implementation", "construct", "start", "size", "ever", "want", "adjust", "size", "point", "call", "setpoolsize", "int", "never", "interrupt_NEG", "stop_NEG", "running_NEG", "task_NEG", "finish_NEG", "thread_NEG", "destroy_NEG"], ["design", "create", "one", "large", "pool", "wrap", "one", "two", "wrapper", "pass", "wrapper", "different", "part", "code", "rely", "large", "pool", "order", "actually", "get", "thread", "prevent", "one", "section", "code", "completely", "dominate", "thread", "pool"], ["unit", "test", "tool"], ["start", "unit", "test", "tool", "provide", "threadly-test", "artifact"]]
